,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
76,0.3005110263824463,0.004422905523624283,0.05541081428527832,0.008790317935871095,True,,entropy,20,log2,2,2,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8294573643410853,0.8294573643410853,0.8914728682170543,0.8449612403100775,0.890625,0.8571947674418604,0.02821685627166673,95,0.9133365430909965,0.9193548387096774,0.9549831487722676,0.918873375060183,0.9557132370932224,0.9324522285452694,0.01881517046324542,1,0.8428571428571429,0.8450704225352113,0.8955223880597015,0.8550724637681161,0.8955223880597015,0.8668089610559747,0.0238030283839398,93
285,0.5254050254821777,0.005515096934221167,0.08325543403625488,0.00852083761732848,False,,entropy,,log2,2,2,200,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8217054263565892,0.8294573643410853,0.8914728682170543,0.8449612403100775,0.890625,0.8556443798449612,0.029863242224072824,143,0.9130958112662494,0.9203177660086664,0.9564275397207511,0.9183919114106884,0.9522877416197699,0.9321041540052251,0.018369898934504133,2,0.8345323741007193,0.8450704225352113,0.8955223880597015,0.8550724637681161,0.8923076923076922,0.8645010681542882,0.024900208146134754,158
262,0.2845191955566406,0.007955931010468346,0.0553342342376709,0.008621092195964292,False,,entropy,20,auto,2,5,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8372093023255814,0.8294573643410853,0.8914728682170543,0.8449612403100775,0.8984375,0.8603076550387596,0.028795632892627626,30,0.9159845931632161,0.917308618199326,0.9583533943187289,0.9163456909003369,0.9500856373868364,0.9316155867936888,0.018645321949428972,3,0.8489208633093526,0.8428571428571429,0.8955223880597015,0.8571428571428571,0.8992248062015503,0.8687336115141209,0.023848831043687922,44
252,0.2838768005371094,0.010363279301728456,0.05412583351135254,0.000659828255367722,False,,entropy,10,log2,2,2,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8294573643410853,0.813953488372093,0.8992248062015504,0.8449612403100775,0.8828125,0.8540818798449612,0.032134632302409274,206,0.9138180067404911,0.9169475204622052,0.9578719306692345,0.9164660568127106,0.9517983851235624,0.9313803799616407,0.019276299516065756,4,0.8428571428571429,0.8285714285714286,0.9037037037037037,0.8571428571428571,0.887218045112782,0.8638986354775829,0.02780156406612608,183
351,0.6411447048187255,0.07338313267544563,0.07797956466674805,0.005891329988392983,False,balanced,entropy,10,log2,2,5,200,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8294573643410853,0.8217054263565892,0.8992248062015504,0.8449612403100775,0.875,0.8540697674418605,0.029028394330779514,213,0.9087626384207992,0.9200770341839192,0.9566682715454983,0.9164660568127105,0.9544898458527037,0.9312927693631263,0.020175487055394896,5,0.8428571428571429,0.8368794326241135,0.9037037037037037,0.8571428571428571,0.8787878787878788,0.8638742030231391,0.02459492758093052,186
270,0.2879782676696777,0.014474525859152269,0.05196027755737305,0.002487531213195092,False,,entropy,20,log2,2,5,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8294573643410853,0.813953488372093,0.9069767441860465,0.8449612403100775,0.875,0.8540697674418605,0.03327243400311007,213,0.9133365430909967,0.9212806933076553,0.9528165623495426,0.9200770341839192,0.9476388549057989,0.9310299375675826,0.015991142665946603,6,0.8428571428571429,0.8309859154929576,0.9104477611940298,0.8571428571428571,0.8787878787878788,0.8640443110949733,0.028142624802180743,173
357,0.600710105895996,0.006255314784515004,0.07467737197875976,0.0025035556632717875,False,balanced,entropy,20,auto,2,2,200,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8372093023255814,0.813953488372093,0.8992248062015504,0.8527131782945736,0.8984375,0.8603076550387596,0.03378860303071795,30,0.9123736157920077,0.9150216658642273,0.9581126624939817,0.919475204622051,0.9498409591387326,0.9309648215822002,0.019105717888089412,7,0.8489208633093526,0.8285714285714286,0.9037037037037037,0.8652482269503546,0.9022556390977443,0.8697399723265168,0.029527152610255767,28
148,0.32079482078552246,0.016576411080125593,0.0518768310546875,0.001579390192019358,True,balanced,entropy,10,auto,2,2,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8372093023255814,0.8372093023255814,0.8914728682170543,0.8294573643410853,0.8984375,0.8587572674418606,0.029772286821705414,49,0.9087626384207992,0.9176697159364468,0.9506499759268175,0.9183919114106884,0.9591387325666749,0.9309225948522852,0.02004515147208404,8,0.8489208633093526,0.851063829787234,0.8955223880597015,0.8405797101449274,0.9007633587786259,0.8673700300159682,0.025423040046911177,79
142,0.529051399230957,0.12858767356494558,0.07030315399169922,0.02255734342033686,True,balanced,gini,,log2,2,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8294573643410853,0.8217054263565892,0.8914728682170543,0.8527131782945736,0.921875,0.8634447674418604,0.03797933564257293,3,0.9145402022147329,0.9181511795859413,0.9465575349061146,0.9198363023591718,0.9549792023489112,0.9308128842829742,0.016598248403778413,9,0.8428571428571429,0.8368794326241135,0.8955223880597015,0.8613138686131387,0.9242424242424243,0.8721630512793042,0.03310406162823119,6
183,0.6406373977661133,0.022439245093355768,0.07164587974548339,0.0030085286409030024,True,balanced,entropy,,auto,2,5,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8294573643410853,0.8217054263565892,0.8914728682170543,0.8527131782945736,0.8984375,0.8587572674418604,0.031345448323778245,52,0.9118921521425132,0.9150216658642273,0.9545016851227732,0.9198363023591719,0.9527770981159773,0.9308057807209327,0.018822474634522263,10,0.8428571428571429,0.8368794326241135,0.8955223880597015,0.8633093525179857,0.9037037037037037,0.8684544039525294,0.027032791349818227,50
170,0.5401276588439942,0.020391306099895354,0.08111634254455566,0.02588337565388508,True,balanced,entropy,20,log2,1,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8294573643410853,0.8372093023255814,0.8914728682170543,0.8527131782945736,0.8984375,0.8618580426356589,0.028128588631230907,17,0.9102070293692825,0.9145402022147328,0.9557053442465093,0.9234472797303804,0.949351602642525,0.9306502916406861,0.018476146938459233,11,0.8428571428571429,0.8489208633093526,0.8970588235294118,0.8633093525179857,0.9007633587786259,0.8705819081985038,0.024094399970159094,17
149,0.6742597579956054,0.07740031211527167,0.09424839019775391,0.030106723031090993,True,balanced,entropy,10,auto,2,2,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8294573643410853,0.8217054263565892,0.8837209302325582,0.8527131782945736,0.890625,0.8556443798449612,0.027778195605595007,143,0.9111699566682716,0.9164660568127106,0.953298025999037,0.919836302359172,0.95228774161977,0.9306116166917923,0.018323263720629885,12,0.8428571428571429,0.8345323741007193,0.887218045112782,0.8633093525179857,0.8939393939393939,0.8643712617056046,0.023454612042388547,164
71,1.0908873081207275,0.10235047631862107,0.14281935691833497,0.020345214328926088,True,,entropy,20,auto,2,5,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8294573643410853,0.8372093023255814,0.8837209302325582,0.8449612403100775,0.8984375,0.8587572674418604,0.027242741428805527,52,0.9130958112662494,0.9169475204622051,0.9513721714010592,0.9174289841116996,0.9540004893564962,0.9305689953195418,0.01814014156876376,13,0.8428571428571429,0.851063829787234,0.888888888888889,0.8550724637681161,0.9007633587786259,0.8677291368160016,0.022783919078840042,71
150,0.5488734245300293,0.06574604281383176,0.0947908878326416,0.021827160694762177,True,balanced,entropy,10,auto,2,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8294573643410853,0.8217054263565892,0.8837209302325582,0.8604651162790697,0.8828125,0.8556322674418604,0.026027871774417555,158,0.9140587385652383,0.9152623976889744,0.9499277804525759,0.9212806933076553,0.9517983851235625,0.9304655990276013,0.01684368821068137,14,0.8428571428571429,0.8391608391608391,0.887218045112782,0.8714285714285713,0.887218045112782,0.8655765287344235,0.020904143207949977,128
279,0.5662862300872803,0.012689840767488867,0.07483057975769043,0.00527658874690334,False,,entropy,,auto,2,5,200,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8294573643410853,0.813953488372093,0.8914728682170543,0.8527131782945736,0.875,0.8525193798449612,0.028432286721074895,262,0.9077997111218103,0.9210399614829081,0.9571497351949928,0.9150216658642272,0.951309028627355,0.9304640204582586,0.01993786276037104,15,0.8428571428571429,0.8285714285714286,0.8955223880597015,0.8633093525179857,0.8787878787878788,0.8618096381588275,0.024045935035394848,252
345,0.5773464679718018,0.011316803866175049,0.07214851379394531,0.0028318013404787594,False,balanced,entropy,10,log2,1,2,200,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.8294573643410853,0.8294573643410853,0.8992248062015504,0.8449612403100775,0.890625,0.8587451550387597,0.030200901795022918,66,0.9075589792970631,0.9207992296581607,0.955223880597015,0.917910447761194,0.9505749938830438,0.9304135062392953,0.018937425627670777,16,0.8428571428571429,0.8450704225352113,0.9037037037037037,0.8571428571428571,0.8939393939393939,0.8685427040356618,0.025384799848703128,47
372,0.302587890625,0.00806513488560958,0.05537638664245605,0.008940945612431134,False,balanced,entropy,,auto,2,2,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8372093023255814,0.8217054263565892,0.8604651162790697,0.8449612403100775,0.8984375,0.8525557170542635,0.026125181570855145,222,0.9116514203177659,0.915743861338469,0.9528165623495426,0.9197159364467983,0.9520430633716662,0.9303941687648484,0.018173525493092046,17,0.8489208633093526,0.8345323741007193,0.8656716417910447,0.8550724637681161,0.9007633587786259,0.8609921403495718,0.022291366397002004,285
247,0.6780648231506348,0.16609571601553122,0.07624974250793456,0.007809205203611057,False,,entropy,10,auto,2,5,200,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8294573643410853,0.8217054263565892,0.8914728682170543,0.8449612403100775,0.8828125,0.8540818798449612,0.02814719210061902,206,0.9087626384207992,0.9167067886374578,0.9545016851227732,0.9169475204622051,0.9549792023489111,0.9303795669984293,0.02010808288013246,18,0.8428571428571429,0.8368794326241135,0.8970588235294118,0.8571428571428571,0.8854961832061069,0.8638868878719265,0.023598617438012122,184
246,0.5312044620513916,0.10872042270723666,0.11034717559814453,0.008151363188927192,False,,entropy,10,auto,2,5,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8294573643410853,0.8217054263565892,0.9069767441860465,0.8449612403100775,0.8828125,0.8571826550387597,0.03259763409805436,109,0.9058738565238325,0.917910447761194,0.95739046701974,0.9186326432354357,0.9520430633716662,0.9303700955823736,0.020459200105803838,19,0.8428571428571429,0.8391608391608391,0.9117647058823529,0.8571428571428571,0.8854961832061069,0.8672843456498598,0.027570430233275888,80
343,0.589781665802002,0.009591409324239297,0.07477846145629882,0.0049205216284145025,False,balanced,entropy,10,auto,2,5,200,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8294573643410853,0.8372093023255814,0.8914728682170543,0.8294573643410853,0.890625,0.8556443798449613,0.029047189229274253,139,0.9073182474723158,0.9181511795859413,0.9559460760712566,0.9162253249879634,0.9537558111083925,0.930279327845174,0.020404633882069815,20,0.8428571428571429,0.851063829787234,0.8955223880597015,0.8405797101449274,0.8923076923076922,0.8644661526313395,0.02431779096146442,161
91,1.0749292373657227,0.14984723464234873,0.12780728340148925,0.02245700475880177,True,,entropy,,log2,1,5,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8449612403100775,0.8294573643410853,0.8914728682170543,0.8604651162790697,0.890625,0.8633963178294574,0.02461702826895285,10,0.9075589792970631,0.9128550794415021,0.9522147327876745,0.9222436206066442,0.9559579153413262,0.930166065494842,0.020124010362712882,21,0.8550724637681161,0.8428571428571429,0.8955223880597015,0.8714285714285713,0.8923076923076922,0.8714376516842449,0.02049535588711206,11
340,0.6167137622833252,0.004142966683023848,0.08748130798339844,0.01914193745341508,False,balanced,entropy,10,auto,2,2,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8372093023255814,0.8062015503875969,0.8682170542635659,0.8294573643410853,0.8984375,0.847904554263566,0.03212476933266139,333,0.9070775156475686,0.917910447761194,0.951131439576312,0.9236880115551277,0.9508196721311475,0.93012541733427,0.017840160307730484,22,0.8489208633093526,0.8251748251748251,0.8721804511278195,0.8405797101449274,0.9022556390977443,0.8578222977709338,0.02691794278808356,350
263,0.5733230113983154,0.018007715797911345,0.07358827590942382,0.0017756233024850815,False,,entropy,20,auto,2,5,200,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8294573643410853,0.813953488372093,0.8837209302325582,0.8294573643410853,0.890625,0.8494428294573645,0.031398376791967476,309,0.911651420317766,0.9164660568127106,0.9557053442465093,0.9171882522869523,0.9495962808906289,0.9301214709109134,0.018593999277615524,23,0.8428571428571429,0.8309859154929576,0.887218045112782,0.8405797101449274,0.8923076923076922,0.8587897011831004,0.025652006372743053,330
62,0.5689372539520263,0.051356487019531175,0.09221868515014649,0.017193576617209497,True,,entropy,10,log2,2,5,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8372093023255814,0.8294573643410853,0.8914728682170543,0.8527131782945736,0.890625,0.8602955426356589,0.0262044331959584,36,0.9114106884930188,0.9195955705344246,0.9482426576793452,0.9159845931632161,0.9549792023489111,0.9300425424437831,0.01792758959539341,24,0.851063829787234,0.8450704225352113,0.8955223880597015,0.8633093525179857,0.8970588235294118,0.8704049632859089,0.02194347003269768,20
250,0.27736721038818357,0.013592545117221876,0.0521486759185791,0.002191311832912141,False,,entropy,10,log2,1,5,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8372093023255814,0.813953488372093,0.8914728682170543,0.8527131782945736,0.890625,0.8571947674418604,0.030271703997080273,95,0.9041887337506018,0.917910447761194,0.953298025999037,0.9205584978334135,0.9542451676046,0.9300401745897693,0.02016005356903811,25,0.8489208633093526,0.8285714285714286,0.8955223880597015,0.8652482269503546,0.8939393939393939,0.8664404601660463,0.02586260287232723,100
146,0.3243094444274902,0.008366565272761695,0.050981760025024414,0.0011226762851443248,True,balanced,entropy,10,auto,1,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8294573643410853,0.8372093023255814,0.8992248062015504,0.8449612403100775,0.890625,0.8602955426356589,0.028825239307915286,36,0.9068367838228214,0.9138180067404911,0.9561868078960039,0.9171882522869523,0.9557132370932224,0.9299486175678983,0.021491573408231972,26,0.8428571428571429,0.851063829787234,0.9037037037037037,0.8550724637681161,0.8939393939393939,0.869327306811118,0.02459640713217807,32
259,0.5627715110778808,0.010625528796190277,0.07233080863952637,0.002782921950230446,False,,entropy,20,auto,1,5,200,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8294573643410853,0.8217054263565892,0.8837209302325582,0.8449612403100775,0.890625,0.8540939922480619,0.028112843238645206,192,0.906355320173327,0.9186326432354358,0.9565479056331248,0.9169475204622052,0.9508196721311475,0.929860612327048,0.019984032638785572,27,0.8428571428571429,0.8345323741007193,0.887218045112782,0.8571428571428571,0.8923076923076922,0.8628116223042387,0.023219490293172815,225
269,0.5546357154846191,0.0246264841227125,0.07516794204711914,0.005905988459327319,False,,entropy,20,log2,2,2,200,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8294573643410853,0.8217054263565892,0.8992248062015504,0.8449612403100775,0.890625,0.8571947674418604,0.03182018433182945,95,0.9085219065960519,0.9181511795859412,0.954260953298026,0.9176697159364468,0.9505749938830439,0.9298357498599019,0.018791105790958284,28,0.8428571428571429,0.8391608391608391,0.9037037037037037,0.8571428571428571,0.8923076923076922,0.8670344470344471,0.026240026353166603,86
68,0.3327330112457275,0.010458933407721823,0.05472817420959473,0.002733490112845421,True,,entropy,20,auto,2,2,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8062015503875969,0.8294573643410853,0.8914728682170543,0.8527131782945736,0.8984375,0.855656492248062,0.03536630058787743,132,0.9041887337506018,0.9203177660086663,0.9528165623495426,0.9142994703899856,0.9574259848299486,0.929809703465749,0.021349814275461933,29,0.8251748251748251,0.8428571428571429,0.8955223880597015,0.8633093525179857,0.9007633587786259,0.8655254134776562,0.029286388198603047,130
381,0.5933206081390381,0.01670388316727886,0.0748434066772461,0.0036309026091231812,False,balanced,entropy,,log2,2,2,200,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8217054263565892,0.8217054263565892,0.8837209302325582,0.8604651162790697,0.890625,0.8556443798449612,0.029458041671629426,143,0.9073182474723158,0.9181511795859412,0.9547424169475205,0.9183919114106884,0.9503303156349401,0.9297868142102812,0.019051959757177626,30,0.8368794326241135,0.8368794326241135,0.887218045112782,0.8714285714285713,0.8923076923076922,0.8649426348194545,0.023925694488065787,144
84,0.32616801261901857,0.004731804355119746,0.05568695068359375,0.010465802050051173,True,,entropy,,auto,2,2,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8372093023255814,0.8217054263565892,0.8914728682170543,0.8527131782945736,0.890625,0.8587451550387597,0.028140884566794814,66,0.9111699566682716,0.9121328839672606,0.9540202214732787,0.9174289841116995,0.9540004893564962,0.9297505071154013,0.019922440127380814,31,0.8489208633093526,0.8368794326241135,0.8955223880597015,0.8633093525179857,0.8939393939393939,0.8677142860901095,0.023598437171636483,72
153,0.6097135543823242,0.023848752189426756,0.07255091667175292,0.0021399264187940076,True,balanced,entropy,10,log2,1,2,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.8449612403100775,0.8294573643410853,0.8837209302325582,0.8449612403100775,0.8828125,0.8571826550387597,0.02203899590820982,109,0.9037072701011073,0.9186326432354357,0.9581126624939817,0.9152623976889744,0.9530217763640813,0.9297473499767162,0.021715092385315472,32,0.8550724637681161,0.8450704225352113,0.887218045112782,0.8571428571428571,0.8854961832061069,0.8659999943530146,0.01712433262092012,114
7,0.5940558433532714,0.01679900372556804,0.07723731994628906,0.010786409386403512,True,,gini,10,auto,2,5,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8372093023255814,0.8294573643410853,0.8992248062015504,0.8449612403100775,0.90625,0.8634205426356589,0.03255020782861019,6,0.9133365430909967,0.9140587385652383,0.95739046701974,0.9118921521425133,0.9520430633716662,0.9297441928380309,0.020471912007263508,33,0.8489208633093526,0.8428571428571429,0.9037037037037037,0.8550724637681161,0.9090909090909091,0.871929016545845,0.028458142343395526,8
102,0.5200568675994873,0.15690799872494982,0.07213969230651855,0.017254157336966048,True,balanced,gini,10,auto,2,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8372093023255814,0.8372093023255814,0.8837209302325582,0.8527131782945736,0.90625,0.8634205426356589,0.02733193752014759,6,0.9159845931632162,0.9102070293692825,0.9508907077515647,0.9195955705344245,0.9520430633716663,0.9297441928380309,0.01799131231645515,33,0.8489208633093526,0.851063829787234,0.887218045112782,0.8633093525179857,0.9076923076923077,0.8716408796839324,0.022589298420580092,9
342,0.2915219783782959,0.005169629779946383,0.053421306610107425,0.003726398083275563,False,balanced,entropy,10,auto,2,5,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8294573643410853,0.8294573643410853,0.8914728682170543,0.8449612403100775,0.875,0.8540697674418605,0.025026276678074305,213,0.9092441020702937,0.9229658160808859,0.9540202214732787,0.9135772749157439,0.9486175678982138,0.9296849964876832,0.0182925213104999,35,0.8428571428571429,0.8428571428571429,0.8955223880597015,0.8550724637681161,0.8787878787878788,0.8630194032659965,0.020886723906615164,215
244,0.3030707836151123,0.034067737158839394,0.055177927017211914,0.004097596200937157,False,,entropy,10,auto,2,2,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8294573643410853,0.7984496124031008,0.8914728682170543,0.8372093023255814,0.890625,0.8494428294573645,0.036364492341527554,309,0.9097255657197882,0.9159845931632161,0.958353394318729,0.9140587385652383,0.9500856373868364,0.9296415858307616,0.020338700181476068,36,0.8428571428571429,0.8169014084507041,0.8939393939393939,0.851063829787234,0.8923076923076922,0.8594138934684334,0.02974953149720221,321
277,1.0442883014678954,0.09205204919936978,0.1276918888092041,0.02331951919468542,False,,entropy,,auto,2,2,200,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8294573643410853,0.8372093023255814,0.8837209302325582,0.8372093023255814,0.890625,0.8556443798449613,0.02598999967445054,139,0.911651420317766,0.922002888781897,0.9547424169475204,0.9121328839672604,0.9476388549057989,0.9296336929840485,0.01812458823896682,37,0.8428571428571429,0.8489208633093526,0.887218045112782,0.8489208633093526,0.8923076923076922,0.8640449213792646,0.021176279691335346,172
77,0.5932403087615967,0.009960541972004359,0.07702865600585937,0.008091341283836734,True,,entropy,20,log2,2,2,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8294573643410853,0.8217054263565892,0.8914728682170543,0.8527131782945736,0.8984375,0.8587572674418604,0.031345448323778245,52,0.9104477611940298,0.9162253249879634,0.9499277804525759,0.9186326432354357,0.9527770981159774,0.9296021215971964,0.01797981985482412,38,0.8428571428571429,0.8368794326241135,0.8955223880597015,0.8633093525179857,0.9007633587786259,0.8678663349675139,0.026281116202189585,64
258,0.28801760673522947,0.008573006998144046,0.05449132919311524,0.008360501044730389,False,,entropy,20,auto,1,5,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8294573643410853,0.813953488372093,0.8837209302325582,0.8449612403100775,0.890625,0.8525436046511627,0.03000627306817861,234,0.9093644679826672,0.9170678863745786,0.9554646124217622,0.9176697159364468,0.94837288965011,0.929587914473113,0.018602479066110657,39,0.8405797101449274,0.8285714285714286,0.887218045112782,0.8571428571428571,0.8939393939393939,0.8614902869822778,0.025513391345287847,264
287,0.8781085968017578,0.13268613754513506,0.10246624946594238,0.03356775229739218,False,,entropy,,log2,2,5,200,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8294573643410853,0.813953488372093,0.8837209302325582,0.8527131782945736,0.8828125,0.852531492248062,0.027965804990391235,250,0.9056331246990852,0.9169475204622051,0.9564275397207511,0.9159845931632162,0.9527770981159774,0.929553975232247,0.020865089631367264,40,0.8428571428571429,0.8309859154929576,0.887218045112782,0.8633093525179857,0.8854961832061069,0.861973327837395,0.022441273087604078,247
