,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
202,0.24413304328918456,0.003444610868569696,0.03270411491394043,0.001244247042775865,False,,gini,10,log2,1,5,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.868421052631579,0.8157894736842105,0.8584070796460177,0.8672566371681416,0.9026548672566371,0.8625058220773172,0.027816264745837486,68,0.9277777777777778,0.8926040061633281,0.9155681104833647,0.9246704331450094,0.9579409918392969,0.9237122638817554,0.021086029697502513,194,0.8760330578512396,0.8372093023255813,0.8688524590163935,0.8695652173913044,0.9059829059829059,0.871528588513485,0.021891642862034193,117
102,0.5234572410583496,0.053493611505929364,0.0598656177520752,0.009363909542395368,True,balanced,gini,10,auto,2,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8771929824561403,0.8157894736842105,0.8407079646017699,0.8672566371681416,0.9026548672566371,0.8607203850333798,0.02997283311051068,167,0.9302469135802469,0.8989214175654853,0.9127432517263026,0.9187068424356559,0.9579409918392969,0.9237118834293975,0.019870918429434156,195,0.8852459016393444,0.8372093023255813,0.8524590163934426,0.8717948717948718,0.9043478260869564,0.8702113836480393,0.023656393567421653,171
118,0.29240641593933103,0.008035355372755335,0.032126665115356445,0.0016627690560083717,True,balanced,gini,20,auto,2,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.868421052631579,0.8245614035087719,0.8584070796460177,0.8672566371681416,0.9026548672566371,0.8642602080422295,0.024942715428766138,42,0.9299382716049382,0.89768875192604,0.9139987445072191,0.9215317011927181,0.9551161330822348,0.92365472046263,0.018980411499723075,196,0.8760330578512396,0.8437499999999999,0.8688524590163935,0.8717948717948718,0.9075630252100839,0.8735986827745178,0.02037757088801724,58
100,0.29214954376220703,0.006239737539474211,0.0376192569732666,0.0042386321857568006,True,balanced,gini,10,auto,2,2,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.868421052631579,0.8157894736842105,0.8495575221238938,0.8761061946902655,0.8849557522123894,0.8589659990684677,0.024541325942135945,213,0.9277777777777778,0.9001540832049306,0.9108600125549278,0.9249843063402385,0.9544883866917766,0.9236529133139303,0.018360102717538372,197,0.8760330578512396,0.8396946564885496,0.8617886178861789,0.8793103448275862,0.888888888888889,0.8691431131884887,0.017099940338078604,216
171,0.574099063873291,0.00969515924739911,0.05228590965270996,0.0020367789067985125,True,balanced,entropy,20,log2,1,5,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8771929824561403,0.8070175438596491,0.8584070796460177,0.8584070796460177,0.9026548672566371,0.8607359105728923,0.031383256598812304,135,0.9256172839506173,0.8921417565485362,0.908662900188324,0.9306340238543629,0.9610797237915881,0.9236271376666856,0.02311281450271979,198,0.8852459016393444,0.8307692307692307,0.8666666666666666,0.864406779661017,0.9059829059829059,0.8706142969438329,0.02492696818870917,159
182,0.31261472702026366,0.020015434505816648,0.03448638916015625,0.0038755886892968662,True,balanced,entropy,,auto,2,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8859649122807017,0.8245614035087719,0.8407079646017699,0.8584070796460177,0.911504424778761,0.8642291569632045,0.03120278110927698,56,0.921604938271605,0.8983050847457628,0.9127432517263026,0.923728813559322,0.9617074701820465,0.9236179116970078,0.02104222547432549,199,0.894308943089431,0.8484848484848484,0.8524590163934426,0.864406779661017,0.9137931034482759,0.8746905382154029,0.02530069897995576,41
6,0.3060248851776123,0.01610730553377015,0.03272709846496582,0.0008903296842319697,True,,gini,10,auto,2,5,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8859649122807017,0.8070175438596491,0.831858407079646,0.8672566371681416,0.9203539823008849,0.8624902965378046,0.03984349547627126,79,0.9342592592592592,0.8884437596302004,0.9045825486503453,0.9293785310734463,0.9613935969868173,0.9236115391200137,0.0251912335130458,200,0.894308943089431,0.8307692307692307,0.8429752066115702,0.8717948717948718,0.9243697478991596,0.8728436000328527,0.0339975827725866,78
163,0.6901795387268066,0.14091794155082807,0.061583757400512695,0.011907002667773808,True,balanced,entropy,20,auto,1,5,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.868421052631579,0.8245614035087719,0.8407079646017699,0.8672566371681416,0.8938053097345132,0.8589504735289551,0.02403722570792136,230,0.9253086419753087,0.8927580893682588,0.9130571249215317,0.9262397991211551,0.9604519774011299,0.9235631265574767,0.02204688233404398,201,0.8760330578512396,0.8437499999999999,0.8524590163934426,0.8717948717948718,0.9,0.8688073892079109,0.019643097287214743,226
196,0.4687443733215332,0.042757157492471866,0.05512881278991699,0.011105444531238623,False,,gini,10,auto,2,2,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.868421052631579,0.7982456140350878,0.831858407079646,0.8672566371681416,0.9026548672566371,0.8536873156342184,0.03563513471163974,327,0.9265432098765432,0.8946070878274268,0.9158819836785939,0.9246704331450094,0.9560577526679221,0.923552093439099,0.01981645415677825,202,0.8760330578512396,0.8244274809160305,0.8429752066115702,0.8717948717948718,0.9059829059829059,0.8642427046313236,0.028198760888756252,334
270,0.4502688407897949,0.06916048531178784,0.057732772827148435,0.006249221960709546,False,,entropy,20,log2,2,5,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8771929824561403,0.8245614035087719,0.8495575221238938,0.8672566371681416,0.8938053097345132,0.8624747709982922,0.023771299514181745,97,0.9268518518518518,0.8919876733436056,0.9146264908976772,0.9268675455116133,0.9573132454488387,0.9235293614107174,0.021155010876948613,203,0.8852459016393444,0.8437499999999999,0.8617886178861789,0.8695652173913044,0.8965517241379309,0.8713802922109517,0.018355292809929723,125
278,0.26328163146972655,0.0028326461371499753,0.031892013549804685,0.0005644828690287277,False,,entropy,,auto,2,5,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8596491228070176,0.8157894736842105,0.8584070796460177,0.8761061946902655,0.8849557522123894,0.8589815246079802,0.023808585688545082,194,0.9234567901234568,0.8942989214175655,0.9092906465787821,0.9325172630257377,0.9576271186440677,0.923438147957922,0.021450234092737,204,0.8688524590163934,0.8396946564885496,0.8688524590163935,0.8793103448275862,0.888888888888889,0.8691197616475623,0.016496339548184417,217
89,0.5897910118103027,0.012307731960564276,0.05222363471984863,0.0014681474103100565,True,,entropy,,log2,1,2,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.868421052631579,0.8157894736842105,0.8495575221238938,0.8584070796460177,0.8849557522123894,0.855426176059618,0.023044555735740116,304,0.9277777777777778,0.8916795069337442,0.9174513496547395,0.9248273697426239,0.9554300062774639,0.9234332020772698,0.0204386605930771,205,0.8760330578512396,0.8396946564885496,0.8617886178861789,0.8620689655172413,0.888888888888889,0.8656948373264198,0.01642715880361634,302
333,0.506760549545288,0.011892452942252187,0.05886077880859375,0.011921706776038722,False,balanced,gini,,log2,2,2,200,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8596491228070176,0.8157894736842105,0.8584070796460177,0.8761061946902655,0.9026548672566371,0.8625213476168299,0.028299443055422167,64,0.9283950617283951,0.8936825885978429,0.9146264908976773,0.923728813559322,0.9566854990583804,0.9234236907683236,0.020460104612361064,206,0.8666666666666667,0.8396946564885496,0.8688524590163935,0.8793103448275862,0.9059829059829059,0.8721014065964205,0.021401935903712012,94
231,0.4967180252075195,0.006000548234659423,0.05344858169555664,0.001194775296672959,False,,gini,,auto,2,5,200,"{'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.868421052631579,0.8070175438596491,0.8407079646017699,0.8761061946902655,0.9026548672566371,0.8589815246079802,0.032630961258767466,194,0.9274691358024691,0.8949152542372881,0.9108600125549278,0.923728813559322,0.960138104205901,0.9234222640719818,0.021610107973000794,207,0.8760330578512396,0.8333333333333333,0.8548387096774194,0.8793103448275862,0.9059829059829059,0.8698996703344969,0.024462659991508425,188
357,0.5546733856201171,0.005290798903876272,0.05349421501159668,0.002785250018154291,False,balanced,entropy,20,auto,2,2,200,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.868421052631579,0.8070175438596491,0.8495575221238938,0.8672566371681416,0.9026548672566371,0.8589815246079802,0.03115769617071082,194,0.923148148148148,0.8909090909090909,0.9136848713119899,0.930947897049592,0.9582548650345262,0.9233889744906694,0.02200880772313936,208,0.8760330578512396,0.8307692307692307,0.8617886178861789,0.8717948717948718,0.9059829059829059,0.8692737368568852,0.02424141759329638,208
26,0.2905098915100098,0.004176320610872514,0.033971643447875975,0.0017495396194713083,True,,gini,20,log2,1,5,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.868421052631579,0.8157894736842105,0.8407079646017699,0.8584070796460177,0.8938053097345132,0.855426176059618,0.026223670332971898,304,0.9268518518518518,0.8970724191063174,0.9143126177024482,0.923728813559322,0.9548022598870056,0.9233535924213889,0.018835267930101048,209,0.8760330578512396,0.8396946564885496,0.8548387096774194,0.8620689655172413,0.8983050847457628,0.8661880948560426,0.019880152831041633,295
57,0.5869314193725585,0.012715965390214324,0.05276646614074707,0.0009105832944071751,True,,entropy,10,log2,1,2,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.8771929824561403,0.8157894736842105,0.8495575221238938,0.8672566371681416,0.8938053097345132,0.8607203850333798,0.026653621154747703,167,0.925,0.8992295839753467,0.9121155053358443,0.9243565599497804,0.9560577526679221,0.9233518803857788,0.018876128148539954,210,0.8852459016393444,0.8396946564885496,0.8617886178861789,0.8717948717948718,0.8983050847457628,0.8713658265109414,0.020066639655396415,127
66,0.3008269309997559,0.004664151344385264,0.03785529136657715,0.004905922283188827,True,,entropy,20,auto,1,5,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8771929824561403,0.8157894736842105,0.831858407079646,0.8672566371681416,0.9026548672566371,0.8589504735289551,0.03133275439394198,230,0.9219135802469136,0.8958397534668721,0.9078782172002511,0.9303201506591338,0.9607658505963591,0.9233435104339061,0.02212140002129562,211,0.8852459016393444,0.8396946564885496,0.8455284552845529,0.8717948717948718,0.9043478260869564,0.8693223422588551,0.024209115987548418,206
214,0.24535551071166992,0.0044799976009923526,0.037218666076660155,0.005057366570404663,False,,gini,20,auto,2,5,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.868421052631579,0.7982456140350878,0.8495575221238938,0.8672566371681416,0.9026548672566371,0.8572271386430679,0.034138589135076135,244,0.9246913580246914,0.8909090909090909,0.9146264908976773,0.9284369114877589,0.9579409918392969,0.923320968631703,0.02169202897777068,212,0.8760330578512396,0.8244274809160305,0.8617886178861789,0.8717948717948718,0.9059829059829059,0.8680053868862453,0.026301246203483255,250
380,0.2706899166107178,0.005610272887124301,0.033110857009887695,0.001384879965403858,False,balanced,entropy,,log2,2,2,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.868421052631579,0.8245614035087719,0.8495575221238938,0.8584070796460177,0.8761061946902655,0.8554106505201057,0.017846511436674144,315,0.9314814814814816,0.8906009244992296,0.9143126177024482,0.9224733207784055,0.9576271186440678,0.9232990926211265,0.021890517066629103,213,0.8760330578512396,0.8437499999999999,0.8617886178861789,0.8620689655172413,0.8813559322033898,0.86499931469161,0.013112675696916645,316
290,0.264636754989624,0.0034984891766368354,0.03584399223327637,0.0065445232381004135,False,balanced,gini,10,auto,1,5,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8596491228070176,0.8245614035087719,0.8672566371681416,0.8584070796460177,0.8938053097345132,0.8607359105728923,0.02214183623237568,135,0.9225308641975309,0.8899845916795068,0.918706842435656,0.9256120527306968,0.9595103578154426,0.9232689417717668,0.022127520763695677,214,0.8666666666666667,0.8437499999999999,0.8760330578512397,0.864406779661017,0.8947368421052632,0.8691186692568372,0.016588448690908003,218
291,0.5336897373199463,0.009832911233193218,0.05197019577026367,0.0008861128226364337,False,balanced,gini,10,auto,1,5,200,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8596491228070176,0.8070175438596491,0.8407079646017699,0.8761061946902655,0.8938053097345132,0.855457227138643,0.02992815046264314,287,0.924074074074074,0.8893682588597842,0.9139987445072191,0.9296924042686755,0.9591964846202135,0.9232659932659933,0.02266226051987915,215,0.8688524590163934,0.8307692307692307,0.8524590163934426,0.8793103448275862,0.8947368421052632,0.8652255786223833,0.022057536541175708,309
292,0.38435869216918944,0.08062167504279337,0.04257402420043945,0.011207203795624131,False,balanced,gini,10,auto,2,2,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.868421052631579,0.7982456140350878,0.8407079646017699,0.8761061946902655,0.9026548672566371,0.8572271386430679,0.035488320193246596,244,0.9163580246913581,0.8964560862865947,0.9202762084118016,0.9259259259259259,0.9573132454488387,0.9232658981529038,0.019706448581410713,216,0.8739495798319329,0.8244274809160305,0.8524590163934426,0.8793103448275862,0.9043478260869564,0.8668988496111897,0.02690170920752571,281
277,0.5291892528533936,0.010139961555017543,0.05370759963989258,0.0018853656854712186,False,,entropy,,auto,2,2,200,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.868421052631579,0.8245614035087719,0.8584070796460177,0.8672566371681416,0.9026548672566371,0.8642602080422295,0.024942715428766138,42,0.924074074074074,0.8918335901386749,0.9174513496547395,0.9243565599497803,0.9585687382297552,0.9232568624094049,0.021306955493838292,217,0.8760330578512396,0.846153846153846,0.8688524590163935,0.8695652173913044,0.9043478260869564,0.872990481299948,0.01866333834762601,72
253,0.5027939319610596,0.015216806637476559,0.05512943267822266,0.002202831086253985,False,,entropy,10,log2,2,2,200,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8596491228070176,0.8245614035087719,0.8495575221238938,0.8672566371681416,0.9026548672566371,0.8607359105728923,0.025434037202459694,135,0.9243827160493827,0.8952234206471494,0.9133709981167608,0.9259259259259259,0.9573132454488387,0.9232432612376116,0.020257501904694372,218,0.8688524590163934,0.846153846153846,0.8617886178861789,0.8717948717948718,0.9043478260869564,0.8705875241876493,0.019071714648070563,161
22,0.3001983165740967,0.016347136786772402,0.03429875373840332,0.0008075157040675242,True,,gini,20,auto,2,5,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8596491228070176,0.7982456140350878,0.8230088495575221,0.8761061946902655,0.8761061946902655,0.8466231951560317,0.03100386100923349,384,0.933641975308642,0.8915254237288136,0.9092906465787821,0.930947897049592,0.950721908349027,0.9232255702029712,0.020607114410265012,219,0.8666666666666667,0.8270676691729323,0.8387096774193548,0.8813559322033898,0.8793103448275862,0.8586220580579859,0.021916807848745088,383
308,0.2722035884857178,0.013136329450145666,0.032022619247436525,0.0005431236898057087,False,balanced,gini,20,auto,2,2,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8859649122807017,0.8070175438596491,0.8495575221238938,0.8672566371681416,0.9026548672566371,0.8624902965378046,0.03295891767653207,79,0.925,0.9001540832049307,0.9124293785310734,0.9202762084118017,0.9582548650345261,0.9232229070364664,0.01943064622667304,220,0.8907563025210085,0.8307692307692307,0.859504132231405,0.8695652173913044,0.9043478260869564,0.8709885417999811,0.025515159052462943,144
60,0.5327138423919677,0.05733535031149998,0.05631322860717773,0.01538346269163012,True,,entropy,10,log2,2,2,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.868421052631579,0.8157894736842105,0.831858407079646,0.8495575221238938,0.8938053097345132,0.8518863530507685,0.027350034709277177,363,0.9274691358024691,0.8915254237288136,0.9089767733835531,0.9306340238543628,0.9573132454488387,0.9231837204436075,0.022103309156966056,221,0.8760330578512396,0.8372093023255813,0.8480000000000001,0.8547008547008546,0.8983050847457628,0.8628496599246877,0.021795561449054784,350
267,0.5099545955657959,0.01059788937683288,0.05774850845336914,0.010087903770280503,False,,entropy,20,log2,1,5,200,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8596491228070176,0.8245614035087719,0.8584070796460177,0.8672566371681416,0.9026548672566371,0.8625058220773172,0.02489680860504938,68,0.9202160493827161,0.8899845916795069,0.9168236032642811,0.9271814187068425,0.9617074701820464,0.9231826266430787,0.023028248704960123,222,0.8688524590163934,0.8437499999999999,0.8666666666666666,0.8695652173913044,0.9059829059829059,0.8709634498114539,0.01995899718230196,145
185,1.00315203666687,0.09388725076394824,0.10297398567199707,0.014018650251692064,True,balanced,entropy,,log2,1,2,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.868421052631579,0.8245614035087719,0.8495575221238938,0.8672566371681416,0.8849557522123894,0.8589504735289551,0.02052215590669746,230,0.9263888888888889,0.8870570107858243,0.9168236032642813,0.9270244821092278,0.9585687382297552,0.9231725446555956,0.022902897875168773,223,0.8780487804878048,0.8484848484848484,0.8617886178861789,0.8717948717948718,0.888888888888889,0.8698012015085185,0.013819735831742376,193
340,0.49035162925720216,0.07292399650264916,0.05821409225463867,0.0069007932968440915,False,balanced,entropy,10,auto,2,2,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8508771929824561,0.8245614035087719,0.8672566371681416,0.8761061946902655,0.911504424778761,0.8660611706256793,0.028706113789788018,10,0.9219135802469136,0.888135593220339,0.9187068424356559,0.9303201506591336,0.9566854990583804,0.9231523331240845,0.022015084807608398,224,0.8595041322314049,0.846153846153846,0.8760330578512397,0.8793103448275862,0.9137931034482759,0.8749588969024706,0.022789318631762465,36
49,1.2953212261199951,0.6896427076979512,0.07531452178955078,0.023030540447945683,True,,entropy,10,auto,1,2,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.8596491228070176,0.8070175438596491,0.8407079646017699,0.8761061946902655,0.8938053097345132,0.855457227138643,0.02992815046264314,287,0.921604938271605,0.8939907550077042,0.9165097300690521,0.9293785310734463,0.9541745134965474,0.9231316935836711,0.019483610191271383,225,0.8688524590163934,0.8333333333333333,0.8548387096774194,0.8813559322033898,0.8983050847457628,0.8673371037952597,0.022227487292475416,277
293,0.9528750896453857,0.08244832406419308,0.09771480560302734,0.005250379072318344,False,balanced,gini,10,auto,2,2,200,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8771929824561403,0.8070175438596491,0.8495575221238938,0.8761061946902655,0.8938053097345132,0.8607359105728923,0.030368685517766364,135,0.9265432098765433,0.8912172573189523,0.9174513496547395,0.9268675455116133,0.9535467671060891,0.9231252258935875,0.020007344004184104,226,0.8833333333333333,0.8307692307692307,0.8617886178861789,0.8793103448275862,0.8965517241379309,0.8703506501908519,0.02269501983325177,168
222,0.48645763397216796,0.027780221101604222,0.060822343826293944,0.0026880653052434185,False,,gini,20,log2,2,5,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8771929824561403,0.7982456140350878,0.8495575221238938,0.8672566371681416,0.911504424778761,0.860751436112405,0.03720427246825139,116,0.9234567901234568,0.8952234206471494,0.9080351537978657,0.9322033898305084,0.9566854990583804,0.9231208506914722,0.021047735490317868,227,0.8852459016393444,0.8244274809160305,0.8617886178861789,0.8717948717948718,0.9137931034482759,0.8714099951369404,0.029284247819040727,123
250,0.25264391899108884,0.0038383566907807315,0.03206205368041992,0.0010926275298207622,False,,entropy,10,log2,1,5,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.868421052631579,0.8070175438596491,0.8407079646017699,0.8672566371681416,0.911504424778761,0.8589815246079802,0.034497581103767126,194,0.9249999999999999,0.8946070878274268,0.9092906465787822,0.9265536723163842,0.9601381042059007,0.9231179021856987,0.021862761486971055,228,0.8780487804878048,0.8333333333333333,0.8524590163934426,0.8717948717948718,0.9137931034482759,0.8698858210915457,0.026973712046904394,191
206,0.24401607513427734,0.0083105150823334,0.03286056518554688,0.0010093696849052943,False,,gini,10,log2,2,5,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8771929824561403,0.8157894736842105,0.8495575221238938,0.8761061946902655,0.8938053097345132,0.8624902965378046,0.027314520740680526,79,0.9222222222222223,0.8973805855161788,0.9133709981167609,0.9243565599497803,0.958254865034526,0.9231170461678936,0.01997175144300443,229,0.8852459016393444,0.8372093023255813,0.8617886178861789,0.8793103448275862,0.8965517241379309,0.8720211781633243,0.020718807575035393,98
236,0.24338846206665038,0.0073738555652700915,0.03784079551696777,0.0079013469559354,False,,gini,,log2,2,2,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.868421052631579,0.8070175438596491,0.8495575221238938,0.8672566371681416,0.8938053097345132,0.8572116131035553,0.028787783423167915,249,0.9249999999999999,0.886748844375963,0.9146264908976773,0.9271814187068425,0.9620213433772755,0.9231156194715517,0.024200597516685386,230,0.8780487804878048,0.8307692307692307,0.8617886178861789,0.8717948717948718,0.8965517241379309,0.8677906450152035,0.021702867507361816,259
324,0.2700343132019043,0.0066719814883602156,0.03193163871765137,0.0004869024126014307,False,balanced,gini,,auto,2,2,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.868421052631579,0.8157894736842105,0.8495575221238938,0.8672566371681416,0.9026548672566371,0.8607359105728923,0.028298122801877938,135,0.9280864197530864,0.8946070878274268,0.9149403640929064,0.9201192718141872,0.9576271186440679,0.923076052426335,0.020514842817394872,231,0.8760330578512396,0.8372093023255813,0.8617886178861789,0.8695652173913044,0.9059829059829059,0.870115820287442,0.022243857239369537,180
335,0.5094192504882813,0.013730020124931134,0.054090356826782225,0.0038636716481680804,False,balanced,gini,,log2,2,5,200,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.868421052631579,0.8157894736842105,0.8495575221238938,0.8761061946902655,0.8938053097345132,0.8607359105728923,0.026585826150513147,135,0.9265432098765432,0.8930662557781202,0.9149403640929064,0.9218455743879472,0.9588826114249842,0.9230556031121002,0.021271672021563635,232,0.8760330578512396,0.8372093023255813,0.8617886178861789,0.8793103448275862,0.8965517241379309,0.8701786094057035,0.019852312238815048,172
372,0.3528559684753418,0.05783754932322068,0.056732988357543944,0.020625995176635933,False,balanced,entropy,,auto,2,2,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8596491228070176,0.8157894736842105,0.8672566371681416,0.8672566371681416,0.8938053097345132,0.860751436112405,0.025298169906121756,116,0.9280864197530865,0.8955315870570109,0.9149403640929064,0.9227871939736346,0.9538606403013182,0.9230412410355913,0.01896185122061238,233,0.8666666666666667,0.8396946564885496,0.8760330578512397,0.8717948717948718,0.8965517241379309,0.8701481953878517,0.01829769686920425,177
