,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
190,0.2914687156677246,0.014522819176376572,0.03475995063781738,0.001282808176256422,True,balanced,entropy,,log2,2,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.868421052631579,0.8157894736842105,0.831858407079646,0.8584070796460177,0.8761061946902655,0.8501164415463437,0.022763819015088504,377,0.9336419753086419,0.910939907550077,0.9105461393596987,0.9353421217827997,0.9613935969868175,0.9303727481976068,0.018806410040087464,1,0.8760330578512396,0.8421052631578948,0.8455284552845529,0.864406779661017,0.8813559322033898,0.8618858976316188,0.01577604928385042,360
126,0.28818349838256835,0.011286939473277878,0.03258066177368164,0.0008502799626670038,True,balanced,gini,20,log2,2,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8947368421052632,0.8333333333333334,0.8141592920353983,0.8672566371681416,0.9026548672566371,0.8624281943797547,0.03423958428834971,110,0.9388888888888888,0.9090909090909091,0.9130571249215317,0.9300062774639046,0.9591964846202135,0.9300479369970895,0.018197179496035568,2,0.9016393442622951,0.8549618320610687,0.832,0.8717948717948718,0.9059829059829059,0.8732757908202282,0.02798403709457497,66
55,0.6016867637634278,0.012005962971836374,0.050692510604858396,0.0003525421094131196,True,,entropy,10,auto,2,5,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8771929824561403,0.8070175438596491,0.8495575221238938,0.8584070796460177,0.8938053097345132,0.8571960875640429,0.02938643015186517,260,0.9320987654320987,0.9044684129429893,0.9174513496547394,0.9372253609541745,0.9573132454488387,0.929711426886568,0.017952928591925803,3,0.8852459016393444,0.8333333333333333,0.859504132231405,0.864406779661017,0.9,0.8684980293730199,0.02283440271343091,233
151,0.5975448608398437,0.011551375980986637,0.05275416374206543,0.0026511496812090117,True,balanced,entropy,10,auto,2,5,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8859649122807017,0.8245614035087719,0.8230088495575221,0.8672566371681416,0.9026548672566371,0.8606893339543549,0.0321500748964568,188,0.929320987654321,0.904160246533128,0.9218455743879473,0.9271814187068425,0.9610797237915882,0.9287175902147654,0.018440820650058042,4,0.894308943089431,0.8484848484848484,0.8387096774193548,0.8717948717948718,0.9059829059829059,0.8718562493542823,0.02574363426346118,107
172,0.2922410488128662,0.006484399883755347,0.03167152404785156,0.00037467990599282584,True,balanced,entropy,20,log2,2,2,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.868421052631579,0.8157894736842105,0.8407079646017699,0.8672566371681416,0.9026548672566371,0.8589659990684677,0.029204171237646313,213,0.9314814814814815,0.8983050847457626,0.9224733207784055,0.933458882611425,0.9560577526679221,0.9283553044569993,0.018659359937224177,5,0.8760330578512396,0.8396946564885496,0.8524590163934426,0.8717948717948718,0.9059829059829059,0.869192901702202,0.02261517980336242,214
56,0.2922678470611572,0.001614459990763293,0.032083320617675784,0.0007855351346954598,True,,entropy,10,log2,1,2,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8771929824561403,0.8157894736842105,0.8495575221238938,0.8672566371681416,0.8938053097345132,0.8607203850333798,0.026653621154747703,167,0.9342592592592593,0.8989214175654854,0.9133709981167608,0.9353421217827997,0.9595103578154425,0.9282808309079496,0.020713112035190086,6,0.8852459016393444,0.8421052631578948,0.8617886178861789,0.8717948717948718,0.8983050847457628,0.8718479478448105,0.01931478960561147,108
79,0.6183326244354248,0.08664630524946815,0.05284619331359863,0.003627254198824166,True,,entropy,20,log2,2,5,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8771929824561403,0.8245614035087719,0.8407079646017699,0.8672566371681416,0.911504424778761,0.864244682502717,0.030129564563227743,52,0.937962962962963,0.8983050847457626,0.9146264908976773,0.9268675455116133,0.9635907093534212,0.9282705586942874,0.02203412990830504,7,0.8852459016393444,0.8484848484848484,0.8548387096774194,0.8717948717948718,0.9152542372881356,0.8751237137769239,0.023854179209160727,31
32,0.31129817962646483,0.025933650853899853,0.03229336738586426,0.0006354614967446306,True,,gini,,auto,1,2,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8859649122807017,0.8245614035087719,0.8495575221238938,0.8761061946902655,0.9203539823008849,0.8713088029809036,0.03256281221847212,1,0.9342592592592592,0.9021571648690293,0.9185499058380414,0.9243565599497803,0.9613935969868174,0.9281432973805854,0.01961957715228414,8,0.894308943089431,0.8484848484848484,0.859504132231405,0.8793103448275862,0.923076923076923,0.8809370383420388,0.026342884977568405,1
31,0.6138290882110595,0.05918095225250986,0.05296082496643066,0.0014073980061976284,True,,gini,20,log2,2,5,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.868421052631579,0.8333333333333334,0.831858407079646,0.8761061946902655,0.8938053097345132,0.8607048594938673,0.024387286973939878,178,0.9290123456790124,0.9057010785824344,0.9139987445072191,0.9306340238543628,0.9610797237915882,0.9280851832829236,0.01894978534110284,9,0.8760330578512396,0.8527131782945736,0.8455284552845529,0.8813559322033898,0.8983050847457628,0.8707871416759037,0.019293136349773757,154
183,0.5982401371002197,0.017265543888029235,0.05069613456726074,0.0008123340083631553,True,balanced,entropy,,auto,2,5,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8596491228070176,0.8245614035087719,0.8407079646017699,0.8584070796460177,0.8938053097345132,0.855426176059618,0.023103839075753845,304,0.9290123456790124,0.9050847457627118,0.9152542372881356,0.933458882611425,0.9573132454488387,0.9280246913580246,0.01776316918477047,10,0.8666666666666667,0.846153846153846,0.8548387096774194,0.864406779661017,0.8983050847457628,0.8660742173809423,0.017691907635842337,296
349,0.5259113311767578,0.01121667160270194,0.0525261402130127,0.001793550306428068,False,balanced,entropy,10,log2,2,2,200,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8596491228070176,0.8245614035087719,0.8584070796460177,0.8761061946902655,0.9026548672566371,0.8642757335817419,0.025479373426749174,36,0.9280864197530865,0.9016949152542373,0.9234149403640929,0.9259259259259259,0.960765850596359,0.9279776103787404,0.01892558039169352,11,0.8666666666666667,0.8437499999999999,0.8688524590163935,0.8793103448275862,0.9059829059829059,0.8729124752987104,0.02020163331701368,75
61,1.071628475189209,0.2550906908435628,0.07331981658935546,0.02500391920305144,True,,entropy,10,log2,2,2,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8859649122807017,0.8157894736842105,0.831858407079646,0.8761061946902655,0.911504424778761,0.864244682502717,0.03533475679951966,52,0.9333333333333333,0.8973805855161788,0.9180790960451978,0.9331450094161958,0.9579409918392969,0.9279758032300405,0.01993664219397088,12,0.894308943089431,0.8396946564885496,0.8455284552845529,0.8813559322033898,0.9137931034482759,0.87493621810284,0.0284012567337352,37
63,0.5840332984924317,0.005746878309856376,0.052806663513183597,0.0027800128360970064,True,,entropy,10,log2,2,5,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8771929824561403,0.8245614035087719,0.8407079646017699,0.8761061946902655,0.8938053097345132,0.8624747709982922,0.025672013606217042,97,0.9314814814814816,0.9007704160246534,0.9165097300690521,0.9268675455116133,0.9639045825486503,0.9279067511270902,0.020861329220651377,13,0.8852459016393444,0.846153846153846,0.8548387096774194,0.8813559322033898,0.8983050847457628,0.8731798948839524,0.01954746866274222,67
64,0.304976749420166,0.0038533546191146777,0.03738203048706055,0.004972099626743635,True,,entropy,20,auto,1,2,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8596491228070176,0.7982456140350878,0.8584070796460177,0.8584070796460177,0.911504424778761,0.8572426641825803,0.03587058226167257,242,0.9320987654320988,0.8916795069337442,0.9179221594475832,0.931261770244821,0.9661016949152542,0.9278127793947002,0.024082126183595606,14,0.8688524590163934,0.8270676691729323,0.8688524590163935,0.8596491228070176,0.9137931034482759,0.8676429626922026,0.027723698075136933,265
59,0.8965225219726562,0.1792929160663881,0.07622733116149902,0.025404433746830875,True,,entropy,10,log2,1,5,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8771929824561403,0.8245614035087719,0.8495575221238938,0.8584070796460177,0.8938053097345132,0.8607048594938673,0.023678641591815305,178,0.9277777777777778,0.9035439137134053,0.916195856873823,0.9303201506591336,0.9607658505963591,0.9277207099240998,0.019058233830909994,15,0.8852459016393444,0.846153846153846,0.8617886178861789,0.864406779661017,0.8965517241379309,0.8708293738956634,0.017896045537678686,152
76,0.2928935050964355,0.009315550281467435,0.03312950134277344,0.0016288820376597992,True,,entropy,20,log2,2,2,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8771929824561403,0.8245614035087719,0.831858407079646,0.8672566371681416,0.9026548672566371,0.8607048594938673,0.02902776039669979,178,0.9367283950617284,0.90231124807396,0.9161958568738231,0.9278091650973007,0.9554300062774639,0.9276949342768551,0.018041125173775083,16,0.8852459016393444,0.846153846153846,0.8455284552845529,0.8717948717948718,0.9059829059829059,0.8709411961711041,0.02320988973426327,147
175,1.0679296493530273,0.07456110395647733,0.08854084014892578,0.012526323171663339,True,balanced,entropy,20,log2,2,5,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8771929824561403,0.8157894736842105,0.8407079646017699,0.8672566371681416,0.9026548672566371,0.8607203850333798,0.02997283311051068,167,0.9367283950617283,0.8989214175654854,0.9183929692404269,0.9274952919020716,0.9566854990583804,0.9276447145656185,0.019165204536152957,17,0.8852459016393444,0.8396946564885496,0.8548387096774194,0.8717948717948718,0.9075630252100839,0.8718274329620538,0.023572106218700838,112
47,0.5650105953216553,0.012886411487640453,0.05155344009399414,0.0007614482283350867,True,,gini,,log2,2,5,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.868421052631579,0.8157894736842105,0.831858407079646,0.8672566371681416,0.8761061946902655,0.8518863530507685,0.02366578108977087,363,0.9308641975308642,0.9010785824345147,0.9118016321406152,0.9365976145637163,0.9576271186440678,0.9275938290627556,0.019729235837829956,18,0.8760330578512396,0.8421052631578948,0.8480000000000001,0.8717948717948718,0.8833333333333333,0.8642533052274679,0.016213518859404134,333
70,0.5311994075775146,0.05522650619881505,0.060726356506347653,0.009485330540765571,True,,entropy,20,auto,2,5,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.868421052631579,0.8157894736842105,0.831858407079646,0.8672566371681416,0.8938053097345132,0.855426176059618,0.02795815601460952,304,0.9320987654320987,0.901386748844376,0.9158819836785939,0.9293785310734463,0.9591964846202135,0.9275885027297457,0.01921554415190001,19,0.8760330578512396,0.8421052631578948,0.8455284552845529,0.8739495798319329,0.9,0.8675232712251241,0.02143967763290368,270
103,0.9363234519958497,0.24334178681858248,0.07476334571838379,0.021333083455233805,True,balanced,gini,10,auto,2,5,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8859649122807017,0.8245614035087719,0.8495575221238938,0.8672566371681416,0.8849557522123894,0.8624592454587798,0.023170347626003264,106,0.9342592592592592,0.9029275808936827,0.9133709981167608,0.9281230382925298,0.9591964846202135,0.9275754722364893,0.01925693067125676,20,0.894308943089431,0.8484848484848484,0.8617886178861789,0.8717948717948718,0.8907563025210085,0.8734267167552676,0.017300791748147207,63
94,0.29021339416503905,0.013497320818272356,0.03208346366882324,0.001156168232234848,True,,entropy,,log2,2,5,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8859649122807017,0.8245614035087719,0.8407079646017699,0.8584070796460177,0.9026548672566371,0.8624592454587796,0.028614643368813825,107,0.9262345679012346,0.9016949152542374,0.9205900816070308,0.9315756434400502,0.9576271186440678,0.9275444653693242,0.018107981393456783,21,0.8925619834710743,0.846153846153846,0.8524590163934426,0.8620689655172413,0.9059829059829059,0.871845343503702,0.02334957226587701,111
189,0.5857280731201172,0.017828511492568744,0.05203013420104981,0.0014695223243058717,True,balanced,entropy,,log2,2,2,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8771929824561403,0.8245614035087719,0.8230088495575221,0.8672566371681416,0.8938053097345132,0.8571650364850179,0.02854859238786842,278,0.9296296296296296,0.903235747303544,0.9180790960451978,0.9296924042686754,0.9569993722536094,0.927527249900131,0.01764686147535318,22,0.8852459016393444,0.846153846153846,0.8387096774193548,0.8717948717948718,0.8983050847457628,0.868041876350636,0.02265122073242715,249
38,0.30908660888671874,0.019429987590051497,0.03934774398803711,0.01476990131863143,True,,gini,,auto,2,5,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8771929824561403,0.8070175438596491,0.8407079646017699,0.8672566371681416,0.8849557522123894,0.855426176059618,0.028445635723239163,304,0.933641975308642,0.90231124807396,0.923728813559322,0.9224733207784055,0.9554300062774639,0.9275170727995586,0.017272928117186517,23,0.8833333333333333,0.8358208955223881,0.8548387096774194,0.8739495798319329,0.8907563025210085,0.8677397641772165,0.019983661477488673,261
166,0.36137967109680175,0.11773129650537403,0.03204278945922852,0.0006573543169513908,True,balanced,entropy,20,auto,2,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8596491228070176,0.8245614035087719,0.8407079646017699,0.8672566371681416,0.8849557522123894,0.855426176059618,0.020971642235015266,304,0.9265432098765432,0.9032357473035438,0.925925925925926,0.9281230382925298,0.9535467671060892,0.9274749377009265,0.015943438953043548,24,0.8666666666666667,0.846153846153846,0.8548387096774194,0.8739495798319329,0.8869565217391304,0.865713064813799,0.014288797237669149,301
21,0.5982958793640136,0.014996475117592502,0.05293073654174805,0.0022712280262130943,True,,gini,20,auto,2,2,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8771929824561403,0.8245614035087719,0.8230088495575221,0.8584070796460177,0.9026548672566371,0.8571650364850179,0.03066472886996502,278,0.9333333333333333,0.8942989214175655,0.9136848713119899,0.935969868173258,0.9595103578154426,0.9273594704103181,0.022015903837899548,25,0.8852459016393444,0.8507462686567164,0.8387096774193548,0.864406779661017,0.9059829059829059,0.8690183066718676,0.024097564202297705,221
143,0.7961153507232666,0.20600957003329332,0.07189111709594727,0.023037045778083545,True,balanced,gini,,log2,2,5,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8771929824561403,0.8333333333333334,0.831858407079646,0.8672566371681416,0.911504424778761,0.8642291569632045,0.02971395201122591,56,0.9268518518518518,0.8989214175654854,0.9193345888261142,0.9268675455116133,0.9645323289391086,0.9273015465388348,0.02123876585906013,26,0.8852459016393444,0.8549618320610687,0.8480000000000001,0.8717948717948718,0.9152542372881356,0.8750513685566841,0.0239423054343966,34
135,0.7328734874725342,0.17676754125709762,0.05166921615600586,0.001028293572676603,True,balanced,gini,,auto,2,5,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8771929824561403,0.8157894736842105,0.831858407079646,0.8672566371681416,0.911504424778761,0.86072038503338,0.03389657303253738,160,0.9290123456790124,0.8979969183359013,0.9180790960451977,0.9309478970495919,0.96045197740113,0.9272976469021665,0.02029279933023073,27,0.8852459016393444,0.8396946564885496,0.8455284552845529,0.8717948717948718,0.9152542372881356,0.8715036244990909,0.02753024150647167,119
3,0.6073548316955566,0.02314958173371641,0.054005670547485354,0.002974375334639619,True,,gini,10,auto,1,5,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.868421052631579,0.8245614035087719,0.8495575221238938,0.8761061946902655,0.8938053097345132,0.8624902965378046,0.02369410974187878,79,0.9385802469135802,0.8967642526964561,0.9177652228499686,0.9259259259259259,0.9569993722536096,0.9272070041279081,0.020171689863649873,28,0.8780487804878048,0.846153846153846,0.8617886178861789,0.8813559322033898,0.8983050847457628,0.8731304522953964,0.017787552263414573,69
260,0.2693288803100586,0.005307410428267647,0.0333305835723877,0.0014267092687651553,False,,entropy,20,auto,2,2,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.868421052631579,0.8157894736842105,0.8495575221238938,0.8584070796460177,0.9203539823008849,0.8625058220773172,0.03390656267494456,68,0.9317901234567901,0.8912172573189522,0.9183929692404269,0.9325172630257377,0.9620213433772756,0.9271877912838367,0.022952948788416725,29,0.8760330578512396,0.8396946564885496,0.8617886178861789,0.8620689655172413,0.923076923076923,0.8725324441640266,0.027821693451921103,83
53,0.5988266468048096,0.00832402169997051,0.05267047882080078,0.001306209776367141,True,,entropy,10,auto,2,2,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8859649122807017,0.8245614035087719,0.8495575221238938,0.8672566371681416,0.911504424778761,0.8677689799720542,0.02980837278670478,8,0.9324074074074074,0.899537750385208,0.9149403640929065,0.9271814187068425,0.9607658505963591,0.9269665582377448,0.020342123854071924,30,0.894308943089431,0.8484848484848484,0.8617886178861789,0.8739495798319329,0.9166666666666666,0.8790397311918114,0.024108282865396437,3
146,0.3102776527404785,0.00705751944816569,0.032402849197387694,0.0016636907189818467,True,balanced,entropy,10,auto,1,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.868421052631579,0.8157894736842105,0.8407079646017699,0.8495575221238938,0.9026548672566371,0.855426176059618,0.029057016749954732,304,0.9308641975308642,0.9069337442218799,0.9099183929692404,0.9271814187068425,0.9598242310106717,0.9269443968878998,0.018904050031263307,31,0.8760330578512396,0.8421052631578948,0.8524590163934426,0.8547008547008546,0.9059829059829059,0.8662562196172676,0.022719833399479694,294
150,0.3129751682281494,0.008281446749693572,0.03275113105773926,0.0008930781066685925,True,balanced,entropy,10,auto,2,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8771929824561403,0.8070175438596491,0.8407079646017699,0.8761061946902655,0.9026548672566371,0.8607359105728924,0.03331984790011359,128,0.9311728395061728,0.8979969183359013,0.9193345888261142,0.930947897049592,0.9548022598870056,0.9268509007209573,0.018470464298371656,32,0.8852459016393444,0.8333333333333333,0.8524590163934426,0.8813559322033898,0.9059829059829059,0.8716754179104832,0.02566811119048427,114
276,0.26250195503234863,0.002680656585716589,0.03211865425109863,0.0012560443931163056,False,,entropy,,auto,2,2,100,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8596491228070176,0.8157894736842105,0.8495575221238938,0.8672566371681416,0.911504424778761,0.860751436112405,0.030874845326714154,116,0.9324074074074074,0.9023112480739599,0.9096045197740114,0.9312617702448212,0.9585687382297552,0.9268307367459909,0.01977868513132587,33,0.8666666666666667,0.8396946564885496,0.8617886178861789,0.8695652173913044,0.9152542372881356,0.8705938791441671,0.024671130168420034,160
91,1.0561455726623534,0.1053229698157649,0.08608522415161132,0.013268726332603729,True,,entropy,,log2,1,5,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8771929824561403,0.8333333333333334,0.8495575221238938,0.8672566371681416,0.9026548672566371,0.8659990684676293,0.023697710743091183,28,0.9296296296296296,0.8973805855161787,0.9118016321406152,0.9322033898305084,0.9626490897677338,0.9267328653769331,0.02196720789906894,34,0.8852459016393444,0.8549618320610687,0.8617886178861789,0.8717948717948718,0.9059829059829059,0.8759548258728739,0.018147738921577377,17
37,0.7221064567565918,0.16246349227371634,0.05275306701660156,0.001621042761924056,True,,gini,,auto,2,2,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.868421052631579,0.8245614035087719,0.8407079646017699,0.8761061946902655,0.8938053097345132,0.86072038503338,0.024894194420241808,160,0.9311728395061728,0.8976887519260401,0.9149403640929065,0.9300062774639045,0.9598242310106717,0.9267264927999392,0.020533341111950824,35,0.8760330578512396,0.846153846153846,0.8548387096774194,0.8813559322033898,0.8983050847457628,0.8713373261263315,0.01874083443909784,129
85,0.5912114143371582,0.007068977786672135,0.05778355598449707,0.0039506615458882,True,,entropy,,auto,2,2,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8771929824561403,0.8333333333333334,0.8407079646017699,0.8584070796460177,0.9026548672566371,0.8624592454587796,0.025181850771766733,107,0.9280864197530864,0.9029275808936827,0.919020715630885,0.9249843063402385,0.9585687382297552,0.9267175521695294,0.01813604156930287,36,0.8852459016393444,0.8549618320610687,0.8548387096774194,0.8620689655172413,0.9075630252100839,0.8729356868210317,0.020587567225613897,73
69,0.7744980335235596,0.1898029669330557,0.07651138305664062,0.01599182536896363,True,,entropy,20,auto,2,2,200,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8859649122807017,0.8157894736842105,0.8495575221238938,0.8761061946902655,0.9026548672566371,0.8660145940071418,0.030449181118003692,20,0.9308641975308642,0.8955315870570107,0.9190207156308852,0.9281230382925297,0.9595103578154426,0.9266099792653465,0.020621765269629704,37,0.894308943089431,0.8421052631578948,0.859504132231405,0.8813559322033898,0.9075630252100839,0.8769674591784409,0.023564443214116097,9
191,0.5890617847442627,0.009059701533770849,0.05409016609191895,0.0027555160399637783,True,balanced,entropy,,log2,2,5,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8771929824561403,0.8157894736842105,0.8407079646017699,0.8495575221238938,0.9026548672566371,0.8571805620245303,0.030036939940844595,270,0.929320987654321,0.8961479198767335,0.918706842435656,0.9287507846829881,0.9598242310106717,0.9265501531320741,0.02052071086213252,38,0.8852459016393444,0.8396946564885496,0.8548387096774194,0.8547008547008546,0.9059829059829059,0.8680926056978148,0.024047281306326974,246
141,0.5560719966888428,0.008437933698198905,0.06051230430603027,0.009953305315526895,True,balanced,gini,,log2,2,2,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.868421052631579,0.8070175438596491,0.831858407079646,0.8584070796460177,0.9026548672566371,0.8536717900947058,0.032532285290434476,333,0.9302469135802469,0.8992295839753468,0.9136848713119899,0.9278091650973007,0.9613935969868173,0.9264728261903403,0.02069403685449755,39,0.8760330578512396,0.8333333333333333,0.8455284552845529,0.8620689655172413,0.9075630252100839,0.8649053674392903,0.025782957543687132,320
12,0.2972078323364258,0.0060697550514846,0.03381476402282715,0.0014078118858920658,True,,gini,10,log2,2,2,100,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8859649122807017,0.8508771929824561,0.8407079646017699,0.8584070796460177,0.911504424778761,0.8694923148579413,0.02582366305412215,4,0.9345679012345679,0.9007704160246535,0.9099183929692405,0.931261770244821,0.9557438794726929,0.9264524719891952,0.019390306142588267,40,0.894308943089431,0.8702290076335878,0.8524590163934426,0.864406779661017,0.9137931034482759,0.8790393700451509,0.0220872462467955,4
